Delivery_Distance_km,Weather_Condition,Traffic_Level,Order_Size,Delivery_Partner_Rating,Restaurant_Preparation_Time_min,Peak_Hour,Day_of_Week,Order_Value_INR,Delivery_Status
19.7,Rainy,High,Medium,1.6,14.2,No,Tuesday,1092.37,Delayed
5.1,Sunny,Medium,Small,4.5,33.4,Yes,Sunday,1163.75,On Time
18.9,Rainy,Medium,Medium,3.8,16.2,Yes,Friday,2153.79,Delayed
11.0,Cloudy,Medium,Small,3.5,21.5,No,Saturday,756.89,Delayed
7.5,Sunny,Medium,Small,3.8,39.7,Yes,Saturday,683.48,On Time
22.7,Rainy,Medium,Small,3.7,21.9,Yes,Saturday,198.73,Delayed
8.3,Cloudy,High,Small,4.2,7.9,No,Friday,2462.72,Delayed
19.6,Rainy,Medium,Large,4.9,44.1,Yes,Sunday,2317.0,On Time
19.2,Sunny,Low,Small,2.2,33.8,No,Wednesday,1059.16,Delayed
10.0,Sunny,Medium,Small,2.2,32.0,No,Monday,1556.48,Delayed
8.8,Cloudy,Low,Medium,4.5,32.0,No,Friday,908.88,On Time
1.1,Sunny,Low,Large,2.7,44.1,No,Tuesday,1282.85,On Time
12.1,Cloudy,Medium,Small,2.2,18.2,No,Sunday,1611.08,On Time
5.3,Sunny,Medium,Small,4.8,43.1,Yes,Thursday,1530.16,On Time
1.3,Cloudy,Medium,Small,3.0,20.9,No,Tuesday,1920.58,On Time
15.8,Sunny,Medium,Small,2.6,22.7,Yes,Monday,1011.45,On Time
4.0,Rainy,Medium,Small,4.2,33.4,No,Saturday,204.03,On Time
8.3,Sunny,Low,Small,1.5,35.6,Yes,Sunday,1773.15,Delayed
18.1,Sunny,High,Small,1.6,13.0,Yes,Tuesday,1331.25,Delayed
18.9,Sunny,Low,Small,4.3,9.3,Yes,Saturday,448.55,Delayed
23.8,Cloudy,Low,Small,1.9,10.1,Yes,Tuesday,2062.44,Delayed
22.8,Sunny,Medium,Small,1.0,15.6,No,Friday,582.2,On Time
13.4,Sunny,High,Small,1.8,35.2,No,Monday,163.17,Delayed
23.7,Sunny,Medium,Large,1.8,43.1,Yes,Monday,1527.93,Delayed
9.2,Sunny,High,Small,4.2,28.4,Yes,Wednesday,202.3,On Time
14.2,Sunny,Low,Medium,2.8,16.2,Yes,Monday,2075.76,On Time
14.1,Sunny,Low,Medium,4.3,26.9,Yes,Saturday,708.0,On Time
1.5,Sunny,Medium,Large,1.9,26.6,No,Wednesday,145.3,On Time
1.8,Sunny,Low,Small,4.3,39.9,No,Monday,2089.7,On Time
6.7,Cloudy,Medium,Small,2.8,11.1,No,Wednesday,376.84,On Time
23.4,Sunny,Medium,Medium,1.8,44.9,Yes,Friday,1090.7,Delayed
22.7,Cloudy,Medium,Small,3.2,39.4,No,Saturday,360.06,Delayed
16.3,Cloudy,High,Small,1.6,22.4,Yes,Sunday,551.37,Delayed
2.6,Rainy,Low,Large,2.0,29.4,No,Wednesday,1056.83,Delayed
23.9,Stormy,Medium,Large,1.3,34.6,No,Saturday,1899.6,Delayed
2.6,Cloudy,Medium,Large,5.0,40.7,No,Monday,423.4,On Time
13.1,Sunny,Medium,Medium,2.5,28.2,Yes,Saturday,528.32,Delayed
15.9,Stormy,Low,Medium,1.7,38.8,No,Friday,809.77,On Time
18.0,Cloudy,Low,Large,4.6,43.6,No,Friday,452.41,Delayed
23.2,Sunny,Low,Small,3.0,31.7,No,Sunday,2308.06,On Time
9.2,Rainy,Medium,Large,3.4,34.9,No,Friday,2376.38,On Time
10.0,Sunny,Low,Small,4.8,16.7,Yes,Thursday,660.69,On Time
14.0,Rainy,Medium,Large,1.9,9.9,No,Saturday,2122.49,Delayed
7.0,Sunny,Low,Medium,4.0,19.6,Yes,Friday,1230.57,On Time
14.2,Rainy,Medium,Small,1.5,40.6,No,Monday,480.85,Delayed
9.4,Sunny,Medium,Large,4.5,16.6,Yes,Friday,1580.32,On Time
23.3,Sunny,Medium,Small,4.2,8.8,No,Thursday,555.46,On Time
8.4,Cloudy,Medium,Small,3.3,38.8,Yes,Saturday,1726.95,Delayed
16.2,Cloudy,Medium,Small,1.6,13.9,No,Monday,463.95,Delayed
10.3,Sunny,Medium,Large,1.1,21.1,Yes,Sunday,1982.55,Delayed
24.7,Sunny,Medium,Small,2.5,40.9,Yes,Sunday,384.24,Delayed
22.4,Rainy,Medium,Medium,1.1,7.4,No,Saturday,1846.74,Delayed
8.6,Sunny,Medium,Small,2.7,6.3,No,Friday,2026.93,On Time
1.1,Sunny,Medium,Small,1.2,15.5,No,Friday,1773.43,Delayed
8.1,Sunny,Low,Small,2.3,8.3,No,Sunday,297.69,On Time
12.8,Cloudy,Medium,Large,1.1,29.6,No,Monday,423.18,Delayed
9.1,Sunny,High,Medium,3.3,39.8,No,Sunday,1779.38,Delayed
16.8,Cloudy,Medium,Small,4.1,11.2,No,Saturday,1889.86,On Time
9.0,Sunny,Low,Medium,4.5,8.1,Yes,Sunday,808.39,On Time
8.9,Sunny,Medium,Small,3.0,23.8,No,Friday,1235.5,On Time
22.5,Sunny,Medium,Medium,1.3,29.3,No,Thursday,1678.77,Delayed
8.0,Cloudy,High,Medium,3.8,19.1,Yes,Sunday,1756.48,Delayed
15.2,Cloudy,Medium,Medium,2.2,18.4,No,Wednesday,869.47,On Time
13.5,Sunny,Low,Small,4.2,24.6,No,Tuesday,972.12,On Time
7.2,Sunny,High,Small,3.1,39.4,Yes,Wednesday,246.72,On Time
4.6,Cloudy,Low,Large,4.6,28.2,No,Thursday,714.4,On Time
9.5,Stormy,High,Medium,3.3,17.0,No,Sunday,1436.11,Delayed
8.7,Sunny,Medium,Large,3.5,9.0,No,Monday,1208.05,On Time
9.6,Sunny,Medium,Medium,2.8,42.6,No,Tuesday,1543.49,On Time
20.5,Sunny,Medium,Small,3.0,41.3,No,Friday,1214.87,On Time
13.8,Cloudy,High,Medium,3.0,18.5,Yes,Wednesday,588.05,Delayed
24.4,Sunny,Medium,Small,3.7,14.1,Yes,Thursday,1286.05,On Time
8.3,Sunny,High,Small,1.9,30.5,Yes,Tuesday,2447.31,On Time
7.0,Sunny,High,Small,4.6,6.2,Yes,Saturday,553.99,Delayed
2.1,Sunny,High,Small,4.0,27.6,Yes,Sunday,805.12,Delayed
21.7,Cloudy,Low,Small,1.9,34.7,No,Sunday,1205.67,Delayed
12.5,Cloudy,Low,Small,4.0,11.1,No,Tuesday,721.25,On Time
8.1,Rainy,Medium,Medium,1.0,36.9,Yes,Saturday,1140.87,Delayed
1.7,Rainy,High,Small,1.2,30.0,No,Tuesday,1325.88,Delayed
15.9,Sunny,High,Medium,4.1,8.8,Yes,Saturday,174.41,Delayed
8.2,Sunny,Low,Small,1.5,36.9,Yes,Sunday,884.71,Delayed
16.6,Cloudy,High,Large,2.6,36.8,No,Tuesday,635.48,On Time
3.7,Sunny,Medium,Small,4.2,15.1,Yes,Sunday,1057.28,On Time
13.4,Sunny,Medium,Medium,1.0,40.1,Yes,Sunday,2405.74,On Time
4.3,Sunny,Medium,Small,1.5,21.0,No,Sunday,531.37,On Time
16.7,Rainy,Medium,Small,2.0,7.9,Yes,Sunday,553.04,Delayed
18.7,Sunny,Medium,Medium,4.9,7.6,No,Thursday,2018.51,On Time
20.2,Rainy,Low,Small,2.6,31.3,Yes,Sunday,2085.81,Delayed
20.0,Sunny,Low,Medium,2.8,14.4,No,Tuesday,1718.9,On Time
22.1,Sunny,Low,Small,5.0,36.1,Yes,Wednesday,1161.29,Delayed
21.7,Sunny,Low,Small,3.0,39.6,Yes,Monday,899.79,Delayed
20.4,Rainy,High,Large,2.1,26.2,Yes,Friday,2138.71,On Time
7.0,Sunny,Medium,Small,3.5,25.4,Yes,Wednesday,1039.87,On Time
22.0,Sunny,High,Large,4.8,33.4,No,Monday,758.89,Delayed
12.7,Sunny,Low,Small,2.8,37.8,Yes,Monday,2172.99,On Time
4.2,Sunny,Low,Medium,4.1,40.9,No,Saturday,1784.59,On Time
20.4,Sunny,Medium,Small,4.1,19.2,No,Saturday,204.22,On Time
20.5,Cloudy,Medium,Medium,2.2,19.0,No,Friday,1287.84,On Time
11.5,Cloudy,Medium,Medium,1.8,38.3,No,Sunday,1729.71,On Time
18.1,Sunny,Medium,Small,2.3,6.7,No,Thursday,2118.81,On Time
3.6,Sunny,Medium,Medium,1.4,34.2,No,Thursday,2106.61,On Time
3.9,Sunny,Low,Small,4.4,20.9,Yes,Saturday,1346.64,On Time
10.6,Sunny,Low,Large,1.4,32.5,Yes,Wednesday,1989.03,Delayed
6.7,Sunny,Low,Small,3.6,38.7,No,Friday,1381.28,On Time
21.8,Sunny,Medium,Small,3.4,11.0,Yes,Thursday,843.9,On Time
21.7,Rainy,Medium,Small,3.9,32.5,No,Friday,561.42,Delayed
4.4,Rainy,Medium,Small,1.6,33.7,Yes,Monday,1823.13,Delayed
8.5,Rainy,Medium,Medium,2.3,6.6,Yes,Saturday,2378.17,Delayed
11.8,Cloudy,High,Small,2.9,7.3,No,Thursday,209.47,Delayed
4.0,Cloudy,Medium,Small,1.8,43.5,No,Thursday,1106.13,On Time
3.9,Sunny,High,Large,4.1,16.6,No,Friday,1184.92,On Time
12.4,Cloudy,Medium,Medium,3.8,38.1,No,Friday,2011.68,Delayed
15.6,Stormy,High,Medium,3.8,34.5,No,Wednesday,1070.61,Delayed
5.0,Cloudy,Medium,Small,3.5,28.1,Yes,Monday,1655.47,On Time
4.7,Stormy,Medium,Large,3.2,30.6,No,Sunday,1349.68,Delayed
17.8,Sunny,High,Small,3.3,38.4,Yes,Tuesday,1070.61,Delayed
23.0,Cloudy,Medium,Small,3.6,33.9,No,Tuesday,1509.1,On Time
1.0,Sunny,Low,Large,4.4,12.8,Yes,Friday,277.49,On Time
19.4,Cloudy,Medium,Small,1.4,23.6,No,Friday,438.15,Delayed
1.3,Sunny,Low,Medium,3.2,26.9,Yes,Sunday,1654.23,Delayed
23.6,Sunny,Low,Small,4.2,30.7,No,Thursday,1636.79,On Time
9.3,Cloudy,Low,Medium,4.8,43.6,Yes,Friday,622.89,On Time
19.5,Cloudy,Medium,Large,2.1,31.7,No,Thursday,725.2,Delayed
13.5,Sunny,High,Large,4.4,11.5,No,Saturday,560.03,On Time
9.8,Rainy,Low,Small,2.6,11.0,Yes,Sunday,1165.11,Delayed
10.3,Sunny,Low,Small,2.7,36.2,Yes,Monday,576.61,On Time
17.5,Sunny,Medium,Small,1.3,24.5,Yes,Monday,1582.98,Delayed
22.2,Rainy,High,Small,3.4,37.0,No,Tuesday,1929.59,On Time
20.4,Sunny,High,Large,1.6,43.1,No,Saturday,2102.34,Delayed
9.3,Sunny,High,Small,3.3,29.3,Yes,Tuesday,1450.96,On Time
19.3,Sunny,High,Large,4.3,37.1,No,Tuesday,549.46,Delayed
5.1,Sunny,Medium,Small,1.1,13.6,Yes,Sunday,845.4,On Time
1.0,Cloudy,High,Large,3.4,41.0,No,Thursday,2221.01,On Time
17.5,Cloudy,Low,Medium,2.6,36.6,No,Monday,1494.02,On Time
3.0,Cloudy,High,Large,3.9,15.1,Yes,Sunday,632.04,On Time
10.7,Cloudy,Medium,Medium,3.3,21.8,No,Monday,1276.55,Delayed
20.7,Sunny,Low,Large,4.8,38.4,Yes,Saturday,1174.95,On Time
10.2,Cloudy,Low,Large,4.3,32.7,No,Saturday,471.23,On Time
2.3,Sunny,Medium,Medium,1.0,13.0,No,Sunday,1554.72,Delayed
1.4,Cloudy,Medium,Large,1.0,20.9,No,Saturday,1334.16,On Time
22.8,Sunny,Medium,Small,2.1,14.1,Yes,Friday,286.61,On Time
20.7,Sunny,High,Small,3.7,27.4,No,Thursday,329.99,On Time
16.7,Sunny,High,Large,2.4,39.1,No,Saturday,731.63,Delayed
1.2,Rainy,Low,Medium,3.8,8.3,No,Tuesday,2111.78,On Time
19.3,Cloudy,High,Small,2.6,17.9,No,Saturday,725.11,On Time
11.4,Sunny,Low,Medium,3.7,10.1,Yes,Saturday,1832.31,Delayed
3.0,Stormy,Low,Small,3.9,26.1,No,Saturday,545.61,On Time
19.1,Cloudy,High,Small,1.8,21.8,No,Saturday,659.83,On Time
17.6,Rainy,Medium,Small,3.5,33.3,No,Friday,423.36,Delayed
6.1,Cloudy,Low,Small,2.7,21.2,No,Saturday,1060.56,On Time
8.8,Sunny,Medium,Large,3.3,19.1,No,Friday,1694.22,Delayed
24.1,Sunny,Medium,Small,2.5,32.7,No,Tuesday,210.04,On Time
3.8,Sunny,Medium,Medium,4.8,21.9,Yes,Saturday,1249.23,On Time
20.6,Rainy,Medium,Medium,2.3,13.5,Yes,Saturday,1002.93,Delayed
16.6,Cloudy,Medium,Small,3.9,30.0,Yes,Tuesday,1338.63,On Time
6.4,Rainy,High,Small,1.8,39.1,No,Sunday,1672.44,Delayed
14.7,Sunny,Low,Small,4.0,5.4,No,Thursday,2216.44,On Time
14.8,Sunny,Low,Small,3.7,31.6,No,Thursday,536.43,On Time
2.1,Rainy,Medium,Small,3.5,39.4,Yes,Tuesday,1488.29,Delayed
17.5,Rainy,Low,Medium,2.7,21.3,Yes,Sunday,596.6,Delayed
2.2,Sunny,High,Small,3.2,43.0,Yes,Tuesday,1129.69,On Time
14.5,Sunny,High,Large,3.8,36.5,No,Friday,199.99,Delayed
2.1,Sunny,Medium,Medium,2.9,44.9,No,Friday,2107.2,On Time
19.9,Cloudy,High,Small,1.1,41.1,No,Saturday,357.0,Delayed
24.2,Sunny,High,Small,1.8,38.4,No,Friday,1615.53,On Time
2.6,Sunny,Low,Small,3.8,30.2,No,Wednesday,1351.5,On Time
22.1,Rainy,Medium,Small,1.7,22.5,No,Wednesday,2013.7,On Time
19.8,Sunny,Medium,Small,1.9,38.1,Yes,Tuesday,1801.67,Delayed
10.9,Sunny,Low,Small,3.3,33.0,No,Thursday,919.08,On Time
5.2,Rainy,Low,Small,1.6,19.3,Yes,Thursday,1495.14,On Time
18.8,Sunny,Medium,Large,2.8,36.3,No,Saturday,1808.56,Delayed
18.6,Stormy,Medium,Medium,4.4,27.6,Yes,Saturday,1450.48,Delayed
16.9,Sunny,High,Large,4.9,11.6,Yes,Friday,629.67,Delayed
8.5,Sunny,Low,Medium,2.9,44.6,Yes,Saturday,1868.59,Delayed
11.9,Cloudy,Medium,Small,4.7,25.6,No,Tuesday,2241.96,On Time
1.3,Cloudy,Medium,Small,3.7,26.4,Yes,Thursday,2232.73,On Time
9.1,Cloudy,Medium,Small,4.8,19.9,No,Wednesday,1039.94,On Time
12.7,Sunny,Medium,Small,3.0,6.9,No,Tuesday,1050.06,On Time
7.2,Sunny,Medium,Medium,1.8,26.9,Yes,Thursday,2316.08,Delayed
14.5,Sunny,Low,Small,3.4,17.6,Yes,Wednesday,1670.08,On Time
7.4,Sunny,Low,Small,1.1,42.6,No,Saturday,940.01,Delayed
16.6,Cloudy,Low,Small,4.7,13.1,Yes,Thursday,812.28,On Time
14.9,Cloudy,Medium,Medium,2.3,13.0,Yes,Saturday,2193.7,Delayed
21.7,Cloudy,Medium,Medium,1.5,21.6,No,Friday,634.76,Delayed
5.7,Sunny,Medium,Medium,2.5,30.6,No,Friday,437.26,On Time
19.2,Sunny,Low,Small,3.9,38.8,No,Friday,1552.01,On Time
22.0,Rainy,Medium,Small,3.9,36.5,Yes,Friday,544.97,Delayed
2.0,Sunny,Low,Large,2.5,32.4,No,Sunday,538.34,On Time
11.0,Cloudy,High,Small,3.8,41.9,No,Thursday,433.93,On Time
9.3,Cloudy,Low,Large,3.4,11.9,No,Sunday,1708.72,On Time
1.5,Stormy,High,Large,3.0,12.9,No,Thursday,158.18,Delayed
19.5,Sunny,Low,Small,2.1,6.4,No,Thursday,671.44,On Time
22.1,Sunny,Low,Medium,2.3,21.8,No,Thursday,2385.6,On Time
19.4,Rainy,Medium,Large,2.9,14.7,No,Tuesday,1408.78,Delayed
18.4,Sunny,Low,Medium,3.1,36.3,No,Monday,2014.82,Delayed
9.5,Sunny,Low,Medium,3.9,26.7,Yes,Sunday,1631.71,On Time
6.9,Sunny,Low,Medium,3.2,15.9,No,Tuesday,1098.83,On Time
12.9,Sunny,Medium,Medium,2.6,11.2,No,Friday,1288.64,On Time
3.4,Stormy,High,Medium,2.9,31.6,Yes,Wednesday,1909.75,Delayed
16.3,Sunny,Medium,Small,3.5,31.0,No,Thursday,2310.68,On Time
15.6,Sunny,High,Small,3.9,15.1,No,Friday,202.91,On Time
22.7,Stormy,Medium,Small,4.2,31.4,Yes,Tuesday,1014.4,Delayed
22.7,Sunny,Medium,Medium,3.1,37.1,No,Friday,1306.96,On Time
24.2,Rainy,Medium,Large,3.1,20.0,No,Saturday,1998.21,Delayed
2.6,Cloudy,Low,Large,3.6,18.2,No,Sunday,420.11,On Time
18.4,Rainy,Low,Small,2.6,35.9,No,Friday,396.11,Delayed
8.5,Sunny,Low,Small,1.3,40.7,No,Tuesday,696.27,Delayed
18.5,Sunny,Low,Large,1.0,13.4,No,Monday,2154.13,Delayed
14.4,Cloudy,Medium,Small,4.1,36.7,Yes,Wednesday,827.78,On Time
24.6,Cloudy,Medium,Small,1.9,27.8,No,Saturday,2497.45,Delayed
12.3,Sunny,Medium,Large,2.1,28.1,Yes,Friday,1976.75,Delayed
3.8,Sunny,Medium,Large,4.9,22.8,Yes,Monday,434.95,On Time
16.1,Sunny,Medium,Medium,1.7,24.0,No,Tuesday,1921.38,On Time
11.6,Cloudy,Medium,Medium,3.1,18.3,No,Sunday,1062.6,Delayed
9.0,Cloudy,Low,Small,4.9,35.2,Yes,Thursday,475.44,On Time
15.5,Sunny,High,Small,3.8,5.0,Yes,Tuesday,1604.84,On Time
21.4,Sunny,Medium,Medium,4.3,19.3,No,Saturday,666.37,On Time
6.8,Sunny,Medium,Small,1.3,17.7,No,Thursday,2187.4,On Time
17.2,Sunny,High,Large,1.4,37.6,No,Monday,1147.13,Delayed
18.6,Cloudy,Medium,Small,2.9,38.5,No,Wednesday,2311.19,Delayed
24.1,Sunny,Medium,Small,1.3,31.0,Yes,Sunday,1125.83,Delayed
6.2,Sunny,Medium,Medium,2.7,42.8,Yes,Saturday,1465.83,Delayed
13.3,Rainy,High,Small,1.7,34.7,No,Monday,1811.27,Delayed
17.8,Sunny,High,Small,1.1,20.2,No,Sunday,843.09,Delayed
2.2,Sunny,Medium,Small,4.4,21.4,No,Friday,1291.04,On Time
21.9,Cloudy,Low,Large,3.3,14.5,No,Thursday,2093.68,On Time
9.2,Sunny,Low,Small,1.4,28.2,Yes,Wednesday,1997.35,On Time
17.2,Cloudy,High,Large,1.9,44.1,No,Tuesday,650.08,Delayed
10.7,Sunny,Low,Small,1.7,41.3,No,Tuesday,383.52,On Time
22.5,Sunny,High,Small,1.3,26.5,No,Thursday,2265.38,Delayed
20.4,Stormy,Medium,Medium,1.3,14.9,Yes,Friday,2219.88,Delayed
12.2,Sunny,Low,Small,1.8,37.6,No,Saturday,117.89,Delayed
23.8,Cloudy,Low,Small,1.8,11.3,No,Friday,1121.0,On Time
19.5,Sunny,Low,Medium,4.2,12.1,No,Wednesday,257.16,On Time
11.4,Cloudy,Medium,Medium,4.3,31.0,Yes,Tuesday,2166.62,Delayed
22.3,Cloudy,Medium,Medium,2.6,19.5,Yes,Sunday,2048.23,Delayed
13.7,Sunny,Medium,Small,4.8,43.0,Yes,Thursday,1440.51,On Time
14.4,Sunny,Low,Medium,3.5,19.2,Yes,Sunday,2166.37,On Time
3.6,Cloudy,High,Small,3.5,41.0,Yes,Tuesday,2332.85,On Time
22.4,Cloudy,Low,Small,3.2,43.9,No,Friday,1276.17,Delayed
10.4,Sunny,Low,Large,4.8,11.2,Yes,Sunday,350.42,On Time
12.5,Sunny,Medium,Medium,4.5,5.0,Yes,Friday,1280.98,On Time
24.7,Cloudy,Medium,Medium,2.0,29.6,Yes,Friday,1588.06,Delayed
20.8,Sunny,Medium,Small,1.6,43.2,No,Wednesday,340.01,On Time
3.8,Rainy,Low,Small,4.6,14.5,No,Tuesday,1977.46,On Time
19.6,Cloudy,High,Small,4.9,22.0,No,Tuesday,1593.85,On Time
6.7,Cloudy,Low,Medium,2.1,42.6,Yes,Friday,2236.38,Delayed
5.0,Sunny,Low,Medium,4.3,8.6,Yes,Saturday,1219.17,On Time
20.7,Rainy,Low,Medium,4.0,41.5,Yes,Saturday,296.93,Delayed
13.9,Cloudy,Medium,Large,2.8,11.8,No,Sunday,789.92,Delayed
12.3,Stormy,High,Large,1.5,11.9,No,Friday,2334.6,Delayed
3.6,Sunny,High,Medium,2.3,35.9,Yes,Thursday,1225.72,Delayed
3.3,Stormy,Medium,Small,2.8,25.7,No,Friday,300.57,On Time
10.6,Stormy,High,Small,2.2,9.7,No,Thursday,118.62,Delayed
23.6,Cloudy,Medium,Small,3.7,24.8,No,Monday,1161.86,On Time
6.3,Sunny,Medium,Medium,3.9,10.3,No,Friday,1518.91,On Time
18.3,Sunny,Medium,Large,4.6,14.7,No,Wednesday,510.4,On Time
13.8,Cloudy,Low,Small,1.8,31.1,No,Sunday,2271.55,Delayed
14.2,Sunny,Medium,Large,4.8,13.6,Yes,Sunday,2212.84,Delayed
23.8,Sunny,High,Medium,4.5,34.3,Yes,Tuesday,553.71,Delayed
21.6,Sunny,Low,Medium,2.5,23.7,No,Sunday,1991.33,On Time
21.4,Rainy,Medium,Small,4.5,26.8,No,Saturday,2036.65,Delayed
2.2,Sunny,Low,Small,3.2,16.8,No,Tuesday,1207.51,On Time
24.7,Cloudy,High,Large,3.5,28.5,Yes,Monday,2468.39,Delayed
23.7,Rainy,High,Small,1.4,17.3,No,Wednesday,874.45,Delayed
3.6,Rainy,Medium,Small,3.6,41.9,No,Thursday,841.66,Delayed
14.2,Sunny,Medium,Small,3.9,27.0,No,Thursday,1508.14,On Time
1.6,Sunny,Low,Medium,2.8,8.7,No,Friday,2086.84,On Time
3.6,Cloudy,High,Medium,4.5,26.9,No,Tuesday,1426.62,On Time
21.8,Sunny,Low,Small,2.8,27.6,Yes,Friday,2185.66,Delayed
2.0,Sunny,Low,Medium,1.5,33.6,No,Friday,1842.26,On Time
7.2,Rainy,Medium,Small,1.2,8.9,Yes,Saturday,1079.39,Delayed
12.8,Cloudy,Low,Small,4.3,24.9,Yes,Sunday,622.71,On Time
7.3,Sunny,Medium,Small,4.1,21.0,Yes,Monday,297.39,On Time
23.4,Cloudy,Medium,Small,2.3,6.2,Yes,Sunday,1975.89,Delayed
8.8,Rainy,Low,Medium,4.4,11.0,No,Sunday,185.32,On Time
18.2,Sunny,Medium,Small,4.2,19.4,Yes,Wednesday,1406.68,On Time
19.6,Cloudy,Low,Small,3.2,7.2,Yes,Sunday,1060.09,On Time
2.2,Sunny,Low,Medium,4.3,43.3,No,Saturday,1454.99,On Time
10.2,Rainy,Medium,Small,4.2,18.6,Yes,Saturday,2209.12,Delayed
5.7,Sunny,Medium,Small,2.6,32.0,Yes,Monday,1458.53,On Time
7.2,Cloudy,Low,Small,3.0,33.1,Yes,Sunday,1256.87,On Time
10.9,Sunny,Medium,Large,3.3,39.0,Yes,Sunday,553.18,Delayed
2.3,Sunny,Low,Small,3.4,37.2,No,Wednesday,198.55,On Time
15.7,Sunny,High,Small,3.0,23.7,Yes,Friday,2313.69,On Time
5.6,Sunny,Medium,Small,3.4,13.6,Yes,Sunday,1427.44,On Time
3.0,Cloudy,Medium,Large,2.4,22.2,No,Saturday,829.12,Delayed
11.7,Rainy,Medium,Small,3.9,9.6,No,Saturday,1242.24,On Time
9.2,Sunny,Low,Small,2.9,38.7,No,Wednesday,2222.33,On Time
24.4,Cloudy,High,Medium,3.7,9.7,Yes,Monday,1363.0,Delayed
20.2,Stormy,Medium,Medium,1.2,21.5,Yes,Tuesday,2121.61,Delayed
7.5,Cloudy,High,Large,1.3,28.4,Yes,Wednesday,604.91,Delayed
15.2,Sunny,Medium,Medium,3.5,10.2,Yes,Monday,2457.84,On Time
13.8,Rainy,Low,Medium,2.9,6.2,No,Sunday,1253.89,On Time
5.4,Sunny,Medium,Large,4.3,12.4,Yes,Tuesday,357.27,On Time
19.4,Cloudy,Low,Small,2.8,32.1,Yes,Sunday,1433.17,On Time
17.8,Sunny,Low,Large,3.2,36.7,No,Monday,2444.58,On Time
4.1,Sunny,High,Medium,1.1,19.8,No,Tuesday,1958.03,On Time
18.4,Sunny,Medium,Small,3.4,24.9,No,Thursday,144.31,Delayed
16.1,Sunny,High,Small,1.8,10.1,No,Wednesday,1975.12,On Time
1.2,Sunny,High,Medium,2.4,41.9,No,Thursday,1658.11,Delayed
2.2,Cloudy,High,Small,4.3,19.8,No,Monday,1145.32,On Time
14.1,Rainy,Low,Large,4.7,39.4,No,Friday,1598.16,Delayed
3.2,Sunny,Low,Large,2.8,25.8,No,Saturday,319.92,On Time
15.6,Sunny,High,Large,3.9,29.3,No,Thursday,654.03,Delayed
5.1,Rainy,Medium,Medium,4.2,11.2,No,Sunday,1012.66,On Time
17.5,Cloudy,Low,Small,2.1,6.3,Yes,Saturday,1301.71,On Time
9.9,Cloudy,Medium,Large,1.2,31.6,Yes,Monday,175.62,Delayed
18.8,Sunny,Low,Medium,1.2,16.8,Yes,Friday,2446.5,Delayed
5.6,Sunny,Medium,Small,4.7,11.4,Yes,Friday,2093.56,On Time
16.7,Sunny,Medium,Small,3.0,10.4,Yes,Thursday,1541.75,On Time
24.3,Rainy,Low,Medium,3.2,14.4,No,Monday,2389.98,On Time
12.7,Cloudy,Low,Medium,4.7,5.3,No,Saturday,256.67,On Time
7.7,Cloudy,Low,Medium,3.2,12.4,Yes,Tuesday,1808.93,On Time
8.6,Rainy,Medium,Small,1.6,37.6,No,Sunday,333.86,Delayed
5.6,Rainy,High,Large,1.8,21.6,Yes,Monday,2305.93,Delayed
14.8,Cloudy,High,Small,4.8,33.1,No,Saturday,1872.23,Delayed
13.3,Stormy,High,Small,3.3,42.6,No,Sunday,668.4,Delayed
14.2,Rainy,High,Medium,3.5,22.3,No,Wednesday,1172.19,Delayed
17.4,Sunny,Low,Small,4.8,16.5,Yes,Wednesday,1544.23,On Time
1.4,Sunny,Medium,Small,3.4,43.0,No,Thursday,881.8,On Time
4.0,Sunny,High,Medium,4.0,38.6,No,Thursday,1778.36,On Time
6.1,Cloudy,Medium,Large,2.7,30.6,No,Sunday,2130.73,Delayed
1.2,Sunny,High,Medium,2.2,9.2,Yes,Wednesday,705.66,On Time
5.5,Sunny,Medium,Small,4.3,30.8,Yes,Thursday,1647.46,On Time
21.3,Sunny,Medium,Large,2.6,41.0,Yes,Sunday,1631.81,Delayed
16.6,Cloudy,Medium,Medium,2.0,17.3,Yes,Tuesday,1333.8,Delayed
4.9,Sunny,Medium,Medium,3.7,22.8,No,Friday,1880.93,On Time
1.9,Stormy,High,Medium,1.5,41.0,No,Monday,2294.1,Delayed
7.0,Sunny,High,Medium,2.4,15.1,Yes,Friday,528.97,On Time
18.1,Sunny,Medium,Large,2.6,40.7,Yes,Friday,398.17,Delayed
11.7,Cloudy,Low,Small,3.5,32.3,No,Saturday,1383.91,On Time
13.9,Sunny,Medium,Medium,3.6,44.1,No,Tuesday,302.93,On Time
13.9,Cloudy,High,Medium,4.6,5.3,No,Friday,726.16,On Time
6.7,Sunny,Medium,Large,3.9,18.9,No,Saturday,548.04,On Time
5.1,Sunny,Medium,Small,3.7,35.6,Yes,Sunday,1699.22,On Time
4.8,Rainy,Medium,Medium,5.0,27.3,No,Saturday,1774.23,On Time
24.1,Sunny,Medium,Medium,4.4,43.4,Yes,Tuesday,973.1,On Time
23.5,Sunny,Medium,Small,3.9,13.8,No,Monday,593.18,On Time
18.9,Sunny,Medium,Large,4.6,28.1,No,Thursday,114.93,On Time
16.5,Sunny,Low,Large,4.0,44.0,Yes,Friday,1168.79,Delayed
6.4,Sunny,Medium,Medium,4.4,11.4,Yes,Wednesday,556.6,On Time
