Current_CGPA,Attendance_Percentage,Weekly_Self_Study_Hours,Coding_Practice_Hours_Per_Week,Previous_Semester_SPI,Internal_Assessment_Marks,Practical_Assignment_Submission,Target_Grade,Additional_Study_Hours_Required
6.17,50.6,9.3,18.0,9.87,11.3,52.0,A+,47.0
6.73,75.9,34.7,16.3,8.48,16.2,31.1,A+,38.7
5.15,80.3,4.7,13.9,7.46,2.2,57.0,B,13.4
9.81,98.1,52.1,30.2,8.88,18.1,63.9,O,15.0
8.34,79.5,16.0,11.6,8.69,29.8,33.5,B+,8.6
9.67,73.6,12.5,9.1,9.46,28.9,77.1,B+,3.2
6.33,78.7,7.1,26.0,6.02,24.9,9.3,A,29.8
8.06,96.4,52.0,12.6,9.29,8.0,77.9,A,7.1
8.39,91.4,39.2,29.6,6.51,0.7,3.2,B,0.0
6.59,66.1,40.8,11.5,9.7,25.0,49.8,A+,30.9
9.24,61.9,27.5,24.6,6.41,1.7,86.1,A+,38.7
9.74,63.1,26.1,1.6,9.63,6.2,8.6,A,27.6
9.42,75.2,6.1,13.5,9.82,16.3,51.8,A,19.1
8.7,87.2,30.8,12.0,5.73,5.4,15.9,B+,15.5
6.39,75.2,13.6,28.6,9.87,25.0,89.5,B,0.0
6.41,53.4,53.7,33.8,5.43,23.3,83.2,B,0.0
9.82,86.2,43.8,16.1,6.09,22.7,93.4,A+,20.4
5.05,90.3,22.7,28.9,7.22,24.5,87.5,A,19.1
8.58,64.5,8.3,24.5,9.97,6.6,73.7,A+,31.0
8.53,83.2,43.2,33.9,7.44,21.9,18.5,B,0.0
8.11,71.3,6.7,28.4,7.75,10.7,30.3,A,26.5
9.95,94.5,10.4,2.7,8.47,20.0,49.7,A,18.0
6.56,92.3,11.6,25.0,9.84,3.7,58.9,B,0.0
6.7,76.3,30.6,18.7,8.92,21.2,78.2,A,9.7
5.39,84.6,43.3,0.6,6.12,29.2,22.7,A+,44.2
7.21,94.2,17.3,8.8,6.51,1.3,12.8,A,40.6
6.31,74.8,4.7,32.3,5.49,2.8,48.3,B+,31.4
6.72,65.7,25.5,32.4,8.22,3.7,15.8,B+,9.7
9.17,87.7,41.1,28.0,5.9,12.9,69.4,B+,0.0
9.68,61.0,12.2,34.4,6.29,8.7,57.6,A+,34.5
5.93,69.4,12.1,28.2,9.44,24.2,74.1,A,25.4
6.86,93.3,52.1,0.4,6.63,14.2,6.3,B+,8.2
9.64,86.2,52.5,10.1,7.83,14.5,96.5,B,0.0
5.31,70.2,54.5,1.1,6.99,21.5,0.0,O,60.7
5.46,60.7,44.4,3.3,5.37,10.9,32.5,O,73.0
5.81,67.8,10.4,7.7,6.81,10.6,68.0,B+,36.8
7.98,64.2,11.7,17.6,7.04,22.7,4.5,A,22.2
5.75,58.8,18.7,29.7,9.48,23.4,8.3,A+,41.3
9.84,87.2,17.5,30.2,6.62,0.4,7.7,A,20.4
7.23,62.6,52.6,21.6,6.9,4.3,58.2,C,0.0
7.51,72.7,43.4,32.5,8.91,6.4,89.6,B+,0.0
6.23,69.3,39.8,17.5,8.79,10.5,55.5,A,28.4
7.35,99.1,10.2,31.1,8.99,8.7,60.4,B,0.0
8.31,69.6,50.0,15.9,9.77,20.1,34.6,A+,12.9
8.76,54.0,45.5,9.7,8.98,24.8,1.9,A,10.1
8.77,54.5,9.0,32.1,7.04,5.8,2.2,A,32.8
7.89,79.5,47.9,13.6,9.11,16.9,88.8,A,7.9
9.52,80.0,15.0,17.6,7.54,11.0,10.3,B,0.0
9.09,70.9,4.4,11.5,6.39,15.2,100.0,A+,39.2
8.79,71.6,36.1,23.2,6.51,18.6,16.4,O,42.4
5.28,52.7,36.0,34.8,6.12,26.8,67.5,B,0.0
5.03,75.8,5.2,0.9,5.72,5.8,94.9,A+,63.0
6.06,75.2,17.5,31.5,5.92,2.6,36.2,A,29.5
8.32,57.5,54.6,0.1,5.32,18.8,73.4,A,19.7
7.06,55.2,37.3,12.7,9.44,11.8,35.1,C,0.0
7.01,56.2,40.2,5.9,9.66,4.9,30.5,A,24.5
9.42,55.1,11.7,26.5,7.93,3.5,20.2,A,30.2
9.48,80.5,4.3,1.8,9.2,16.8,82.1,B+,7.2
9.55,59.8,15.2,19.4,5.92,9.0,25.7,C,0.0
6.57,62.6,13.7,10.3,9.51,29.9,28.3,B,0.0
8.46,58.7,12.9,4.7,7.53,12.2,99.9,A+,49.7
6.36,97.9,10.6,27.0,5.34,6.4,32.7,B,7.2
5.95,92.7,31.6,7.6,5.71,18.9,42.3,B,0.0
5.92,61.5,18.0,7.8,6.54,7.3,99.0,B+,25.9
6.71,66.4,45.1,9.6,5.22,14.8,36.9,B+,13.4
7.15,60.5,10.1,20.5,6.55,14.5,36.6,A,36.6
9.15,74.6,25.6,23.1,5.3,13.6,82.8,B+,4.2
5.6,51.0,0.8,0.6,6.18,23.9,31.2,B+,35.1
8.67,83.6,26.5,8.5,6.33,6.5,23.4,A+,45.7
7.66,76.2,3.1,15.1,9.97,27.1,42.3,A+,39.0
6.44,94.9,53.8,11.6,6.18,23.7,70.1,A+,37.4
7.46,58.2,43.5,30.9,6.2,10.0,4.3,B,0.0
6.5,90.2,27.0,27.6,8.43,5.4,37.4,B+,6.6
7.98,89.6,4.8,21.9,9.3,8.4,34.6,A,26.7
7.17,56.4,32.6,11.8,6.94,10.0,24.5,B,0.0
5.82,69.9,41.7,24.5,9.38,16.7,65.4,B+,0.0
5.58,58.5,10.5,29.5,6.7,1.4,29.0,B,10.2
7.73,62.7,31.3,20.8,5.99,27.4,60.7,O,53.4
9.51,63.2,44.8,27.5,6.65,3.0,50.4,A,17.7
6.72,77.8,42.3,26.2,8.05,8.4,21.7,B+,0.0
8.67,70.6,44.2,20.0,6.84,3.3,26.7,A+,36.8
8.29,97.4,48.4,10.9,8.36,7.7,17.1,A,5.5
9.66,56.3,51.6,26.1,6.18,25.1,5.7,A,7.6
9.1,98.7,22.3,7.2,8.5,18.5,61.9,B+,3.1
7.83,61.5,31.3,27.3,6.74,6.8,67.3,A,14.9
8.29,88.6,43.5,28.2,7.28,26.2,16.6,A,8.2
9.49,66.9,38.3,28.8,7.79,24.0,61.5,A,9.3
7.0,57.2,54.8,16.6,8.43,22.6,98.2,A+,24.0
6.63,92.9,0.8,6.7,6.19,25.4,7.4,B,11.2
5.05,65.4,19.5,3.5,9.18,18.6,49.0,A,43.5
9.13,82.9,15.5,26.0,8.61,15.0,73.3,B+,0.0
9.0,78.3,14.4,31.0,6.17,11.2,4.6,A+,33.4
5.52,73.6,12.2,22.8,9.87,6.7,77.8,A,26.2
7.88,74.8,39.0,5.0,8.32,16.7,98.0,B,0.0
7.32,86.6,4.7,32.7,7.26,26.7,8.8,C,0.0
5.59,54.4,40.8,34.6,5.79,17.8,82.2,A,18.2
9.9,83.4,38.1,15.2,7.67,27.6,37.9,A+,19.2
6.07,94.8,13.8,20.8,5.82,10.7,14.4,A,34.4
5.34,52.9,13.9,27.2,7.15,20.9,49.3,A,31.1
7.97,57.0,34.6,25.8,7.04,19.5,7.2,B+,0.5
8.69,85.8,41.9,33.9,8.6,20.1,52.2,A,0.0
5.16,71.9,48.2,4.0,5.96,19.4,1.9,B+,11.6
8.29,70.2,46.9,20.3,9.11,6.6,72.9,B+,0.0
7.66,56.8,53.1,24.2,6.63,4.3,48.8,A+,25.3
5.52,75.3,32.0,31.2,7.22,29.4,45.9,B+,4.4
5.86,56.3,50.0,30.6,8.86,1.4,19.6,B,0.0
7.84,73.8,44.5,34.2,8.13,14.0,36.1,B+,0.0
6.48,88.2,49.2,17.9,6.54,12.8,18.2,B,0.0
9.69,62.9,0.6,29.1,6.93,10.8,73.5,B+,8.0
9.09,74.0,53.1,15.0,6.53,23.5,19.9,B+,0.0
9.92,99.6,26.0,14.8,7.97,22.4,61.7,B,0.0
6.3,84.3,43.9,8.9,6.66,27.2,28.0,B+,0.4
9.85,92.1,7.0,28.6,8.63,11.9,65.7,A,13.0
7.16,70.7,21.8,34.5,7.9,16.9,54.0,A,14.7
6.74,88.4,14.9,9.0,5.73,26.8,42.3,B,4.5
5.25,52.0,16.0,2.0,6.55,29.8,67.3,A+,60.1
5.26,56.1,6.8,28.5,6.11,29.1,41.6,A,30.3
8.46,60.2,44.3,21.7,6.95,21.5,82.1,A,12.6
7.29,70.1,0.5,33.6,7.58,4.3,73.0,B+,11.1
6.13,92.3,17.2,8.8,7.53,0.7,54.1,B+,24.4
8.07,67.3,9.6,2.5,8.77,24.8,87.7,A,22.9
6.26,82.7,32.4,17.2,5.95,25.2,82.9,A+,38.0
7.89,85.5,14.0,3.0,9.73,22.4,53.2,B,0.0
6.8,79.3,14.2,9.2,6.71,8.4,6.8,B+,21.6
9.12,67.9,26.9,4.4,6.5,19.2,56.6,B,0.0
9.1,78.9,35.9,7.8,8.43,9.5,35.5,A+,36.9
7.39,67.1,6.7,3.7,9.03,13.5,54.0,B+,19.6
6.75,54.2,9.7,33.4,6.89,11.5,64.7,B+,19.2
6.81,99.6,13.6,9.7,8.73,27.4,64.5,A,20.2
9.03,56.4,53.6,15.5,9.42,7.0,67.4,B,0.0
6.64,53.6,21.8,31.5,8.83,17.3,67.9,O,45.5
6.05,93.9,32.9,23.7,5.17,10.8,10.9,B+,20.3
5.42,65.1,13.3,21.6,9.14,19.9,19.2,B+,16.6
7.33,82.5,27.0,24.7,8.87,16.9,63.1,A,15.8
7.41,66.5,4.1,29.0,8.35,27.7,40.8,B+,2.4
9.2,69.6,1.9,30.7,8.8,3.0,76.3,A+,39.6
6.11,63.1,25.8,22.5,9.9,6.6,12.5,B+,15.1
6.9,67.2,21.9,31.2,7.16,23.0,19.2,A,19.6
9.04,70.5,7.5,18.7,5.34,11.1,55.8,A,23.8
9.12,86.0,37.8,9.7,7.3,5.0,50.1,A,15.5
6.92,75.6,54.6,30.8,5.23,15.1,26.6,A,9.8
7.3,97.2,21.8,19.0,6.47,19.6,40.8,B+,10.0
6.52,52.1,34.4,31.7,7.93,1.3,3.5,B,0.0
9.66,75.2,53.0,1.4,6.55,8.7,3.7,A,18.7
5.59,79.2,45.7,13.9,8.43,24.3,9.5,A,17.3
9.67,96.0,25.5,33.2,9.11,15.6,57.7,A,6.4
8.42,52.5,40.6,8.7,7.1,1.1,86.4,B+,12.3
7.66,78.7,7.0,33.0,9.5,8.5,26.0,A,22.0
5.16,92.7,28.2,33.4,5.4,19.2,3.4,A,23.8
7.38,62.1,15.3,30.9,9.2,6.0,70.9,B+,6.7
7.04,93.8,8.9,19.7,9.14,24.8,85.5,A+,29.4
5.81,51.0,23.4,22.6,6.61,20.3,13.8,A+,49.9
8.28,86.6,7.2,30.4,6.49,14.1,38.6,A+,34.0
9.86,96.7,38.4,27.2,6.53,27.5,15.9,A,4.4
7.81,82.9,25.1,22.1,9.06,11.8,10.6,O,45.9
8.57,72.0,29.2,34.4,9.16,7.1,64.8,B+,0.0
5.34,52.2,8.1,24.0,6.65,19.8,96.8,A+,59.0
7.09,96.0,7.7,34.1,7.96,17.2,67.8,A,18.0
5.58,73.5,32.1,2.0,5.69,10.1,98.5,A+,60.2
8.06,51.4,54.2,4.9,7.34,10.3,43.4,B+,10.8
9.69,84.5,5.3,15.8,9.99,11.9,89.8,B,0.0
8.31,74.1,15.7,13.5,5.79,8.7,20.5,B+,20.7
5.38,56.2,47.8,27.4,9.74,21.3,11.8,A,15.9
6.77,60.7,4.0,5.6,9.12,19.5,70.3,B+,23.5
7.75,53.2,48.2,34.2,9.86,13.2,37.1,O,34.9
7.02,78.7,28.8,11.0,5.9,11.9,31.8,A+,48.6
9.17,81.1,22.5,15.0,6.07,11.0,67.1,O,53.9
9.07,75.3,17.0,9.6,5.08,8.5,33.3,O,65.6
8.06,90.9,16.3,20.3,8.62,2.6,57.3,A+,33.6
6.87,93.1,16.8,2.1,8.22,8.0,29.9,A,35.5
6.28,80.8,48.7,5.2,5.89,9.6,78.4,A+,38.0
5.53,50.6,39.8,26.1,8.96,16.4,31.2,B,0.0
6.77,84.8,36.8,6.5,6.5,23.2,53.5,B,0.0
7.07,70.9,43.9,8.2,5.67,11.9,2.3,C,0.0
8.38,78.3,14.1,27.8,7.11,28.3,79.2,O,39.6
8.29,82.5,34.0,3.3,5.45,24.8,62.0,B,0.0
5.35,67.5,25.3,15.3,6.32,29.5,19.2,B,1.0
6.98,95.9,43.0,0.8,6.86,26.3,21.5,B,0.0
5.91,56.7,17.0,12.1,9.26,18.5,26.2,A,27.9
5.78,83.6,35.4,24.5,8.96,18.0,57.7,B+,0.0
9.14,50.2,48.5,3.2,7.21,3.9,54.8,O,59.3
5.21,96.2,22.1,31.1,8.62,21.7,27.4,O,53.5
7.1,55.6,3.7,31.8,7.84,18.0,69.4,A+,43.2
5.84,54.7,28.4,3.7,6.7,15.2,88.9,B,7.2
9.4,66.7,19.0,34.7,8.63,20.8,4.4,O,41.8
7.79,68.7,37.0,10.4,8.42,13.3,41.7,A+,33.8
6.16,60.7,52.3,2.9,8.1,15.7,59.4,B,0.0
7.51,79.3,26.7,0.2,8.09,12.0,58.6,A+,42.6
8.66,72.1,25.6,14.3,8.41,21.5,2.0,B,0.0
9.79,51.7,36.0,22.0,6.92,26.3,21.1,B+,0.0
6.1,66.0,5.7,11.6,9.35,25.2,6.2,O,64.3
9.43,90.5,13.9,29.3,5.81,23.6,56.9,O,50.8
9.67,84.5,50.5,25.1,9.42,0.4,64.5,A,2.9
9.58,86.2,36.8,12.3,6.71,27.4,16.0,C,0.0
8.18,84.9,0.7,25.7,5.63,8.2,33.3,B,5.0
8.15,65.5,11.3,32.9,8.0,26.6,33.0,A,10.8
7.02,55.0,37.6,3.3,6.88,5.9,82.0,A,30.8
8.76,63.6,42.0,10.7,9.08,13.2,19.5,A,16.0
7.66,91.6,46.2,16.2,7.15,22.5,54.8,B+,0.0
8.39,99.0,16.1,17.4,8.34,19.2,78.3,A,18.1
7.14,74.7,51.2,19.0,6.54,12.5,83.0,A+,28.2
8.66,50.5,30.4,10.5,6.05,20.4,66.7,B+,10.9
9.12,57.0,38.3,23.4,6.94,16.5,30.0,A,14.9
5.73,66.1,32.8,22.6,8.03,8.3,82.3,O,56.1
9.16,78.9,6.8,20.2,8.28,19.4,74.2,B+,3.7
7.7,53.8,53.0,4.0,7.89,6.1,70.4,B+,3.0
9.22,97.2,6.8,16.7,9.94,20.8,6.7,A,7.0
7.16,68.3,14.0,12.5,8.46,0.1,4.3,B+,20.2
6.9,95.6,44.7,17.2,9.66,16.5,69.5,A,6.2
9.58,89.0,34.0,32.3,5.59,12.0,94.5,B+,0.0
6.26,87.8,46.1,16.8,5.31,9.1,77.4,B,0.0
9.22,80.3,28.4,0.5,6.55,15.5,83.1,B+,14.2
7.42,81.3,20.7,15.4,5.68,19.4,54.5,B+,16.6
7.57,81.9,50.7,28.7,7.63,29.0,30.5,B+,0.0
6.54,81.4,2.0,27.3,7.59,25.0,67.8,A,29.5
7.87,77.7,47.1,18.0,7.88,21.5,71.2,A+,19.9
6.63,99.3,12.7,8.7,8.73,14.4,67.5,A,27.2
5.2,86.6,46.7,16.3,9.86,11.8,94.7,B+,2.9
6.36,88.8,7.7,19.7,9.39,1.0,36.7,A,31.4
5.03,93.6,31.9,35.0,5.59,10.8,4.0,A,25.4
9.89,60.8,48.8,22.5,6.69,25.5,90.8,B+,0.0
9.83,54.2,26.0,24.3,6.28,11.5,16.0,O,51.7
6.98,74.1,41.1,17.2,5.88,13.8,69.7,B+,15.3
8.64,75.7,44.3,12.4,7.72,8.2,87.3,A,7.8
6.73,91.5,40.5,28.5,7.77,8.2,31.0,A,13.0
8.36,72.2,50.9,17.3,6.14,1.9,83.0,A,19.8
9.03,78.5,24.6,34.8,8.56,18.4,33.2,A+,21.8
9.73,76.4,9.5,16.0,8.66,13.4,79.4,A,10.9
7.0,51.9,2.6,2.4,5.1,18.2,7.0,A,51.7
8.92,80.8,13.6,23.9,6.98,16.4,65.5,A,29.4
6.33,91.4,7.9,1.6,9.45,24.0,67.7,B+,17.1
9.95,57.9,30.7,8.8,7.6,22.5,49.1,A,19.3
5.13,79.7,10.2,12.4,6.74,23.1,68.7,B+,20.2
8.02,79.7,2.1,25.9,6.27,15.0,92.3,B+,13.4
8.3,58.2,2.0,17.3,6.22,10.6,73.4,A+,51.8
8.44,56.2,45.7,1.0,5.5,28.0,96.1,A+,40.5
5.6,99.0,32.5,21.6,9.09,1.6,44.9,O,58.0
9.69,69.7,19.7,14.4,5.43,4.6,52.8,B,1.6
5.91,61.4,49.2,32.3,6.46,12.6,26.4,B,0.0
8.11,58.6,3.9,17.5,5.23,18.4,98.6,O,57.9
6.11,83.4,53.9,24.8,8.91,0.2,5.5,B+,0.0
6.54,80.5,33.9,7.7,5.2,21.6,35.9,C,0.0
7.73,82.2,10.1,26.6,6.54,16.8,29.8,B+,14.7
7.09,54.4,37.3,25.2,7.87,14.5,38.7,A,24.9
5.8,94.7,42.0,31.6,7.05,12.7,91.8,A+,24.5
5.85,69.5,23.6,1.2,6.41,15.6,36.8,A+,51.4
7.09,65.7,47.4,15.7,6.38,4.9,91.7,B+,12.3
8.79,73.1,8.3,23.8,8.99,3.3,42.3,B+,6.4
9.49,69.5,15.3,3.3,9.87,8.7,85.5,A,17.3
5.42,93.2,5.1,14.4,6.74,21.3,52.2,A+,50.4
6.97,96.5,11.6,33.0,5.2,17.6,31.1,B,0.0
5.5,65.2,13.1,15.3,5.18,14.4,44.9,B,19.9
5.08,93.2,50.5,34.5,8.8,17.1,42.4,A+,25.8
8.31,89.1,4.3,2.0,7.76,16.8,26.0,O,62.0
8.01,96.5,23.5,25.1,8.92,9.2,29.0,A,21.2
5.82,62.3,29.3,20.3,8.49,2.9,18.6,A+,48.1
6.17,78.8,49.4,17.5,9.54,26.9,33.6,A+,28.5
5.12,63.7,54.9,34.0,9.43,18.0,62.4,O,42.5
9.17,91.2,41.4,4.5,8.94,20.9,38.7,C,0.0
9.87,50.3,53.4,31.4,7.38,13.9,71.2,B,0.0
5.68,78.2,43.3,24.2,6.54,22.7,98.7,A+,29.5
6.16,67.0,53.0,9.1,7.54,17.5,37.7,B,0.0
9.34,66.1,38.9,31.6,7.51,1.6,46.3,B+,0.0
9.63,82.2,4.4,15.0,8.05,26.7,16.4,A,24.4
7.1,92.6,22.1,28.5,5.93,9.2,39.2,B,1.3
5.25,80.5,35.6,13.6,8.28,4.1,72.7,B+,17.2
5.2,92.7,19.3,29.8,7.28,2.6,21.7,B,2.1
7.87,63.2,15.0,22.3,8.1,21.6,18.2,A,23.2
6.96,76.0,31.8,4.9,6.2,21.1,37.6,A,18.9
5.14,72.5,51.3,22.7,7.17,21.0,81.9,A+,28.4
7.92,50.6,1.9,6.7,6.05,27.5,62.4,A,42.6
5.06,77.8,42.3,14.4,9.38,10.5,95.8,B+,10.5
8.94,83.1,39.8,6.0,7.44,16.8,90.5,B,0.0
6.53,79.6,53.0,0.8,6.12,18.6,15.1,B+,13.3
5.2,86.8,51.2,7.4,5.21,29.4,4.3,A+,41.4
7.94,78.6,41.9,18.8,8.38,9.4,39.9,O,47.8
6.99,53.3,28.6,16.9,6.07,28.7,52.2,B,4.7
9.87,55.8,11.2,17.6,9.95,4.5,51.6,A,24.9
7.72,79.8,30.0,8.7,7.67,22.9,13.4,A,20.5
6.38,63.7,42.1,24.0,6.44,19.0,12.5,B,0.0
8.55,54.0,49.3,24.6,8.29,24.5,4.7,B,0.0
6.36,71.5,43.4,12.5,6.38,0.9,85.1,B+,9.7
9.52,77.7,10.7,30.8,9.1,2.3,94.8,A+,26.9
6.87,66.4,33.0,22.5,6.54,2.1,11.6,A,34.1
7.75,86.0,18.3,25.0,9.94,17.8,21.3,B+,4.8
5.25,82.2,0.5,9.7,8.03,18.1,9.0,B,16.4
7.13,66.6,11.0,0.0,9.22,27.2,87.8,C,0.0
9.16,87.7,6.2,30.3,5.36,14.0,95.9,A,23.0
9.03,82.4,46.3,28.8,6.74,2.0,26.2,B,0.0
6.12,81.9,14.2,4.3,8.69,6.3,30.4,O,71.6
6.13,77.7,15.7,13.1,8.28,0.2,36.3,A+,53.6
9.09,50.6,52.8,23.1,5.97,23.3,50.2,A,8.9
9.65,84.8,20.8,22.8,6.78,24.5,68.2,C,0.0
5.48,68.8,0.5,30.1,6.32,29.9,50.4,O,72.4
7.25,97.1,15.6,4.9,8.07,12.4,95.1,A,29.6
6.69,90.9,6.6,15.0,6.72,0.6,10.0,B,15.0
9.35,79.4,5.7,3.4,6.55,7.0,79.9,A,34.8
5.42,62.6,4.3,13.6,6.04,17.6,33.4,A+,65.2
6.06,60.2,32.6,0.5,7.05,28.9,37.8,B+,12.7
8.76,67.0,10.4,31.4,5.98,3.1,70.9,B+,5.2
5.26,73.8,19.9,18.4,9.81,3.6,92.9,A,30.1
7.46,64.8,47.4,29.7,5.77,21.1,71.6,B,0.0
7.21,75.7,23.3,2.1,9.57,20.0,77.6,A+,44.5
6.67,58.3,50.4,8.0,7.14,7.5,75.1,B,0.0
6.97,98.9,27.4,9.1,6.89,24.4,32.1,B+,11.2
7.65,55.4,21.9,13.5,6.16,3.9,75.7,A,33.6
5.81,96.6,41.3,28.1,8.18,27.8,78.5,B,0.0
7.86,95.7,4.0,13.5,8.43,6.0,53.3,A+,48.1
9.03,76.3,4.9,7.2,7.34,2.4,53.7,A+,55.6
8.8,86.2,35.9,2.3,5.28,10.2,76.0,B,0.0
5.77,71.8,26.8,2.8,9.59,5.6,81.7,O,59.0
5.75,81.5,43.5,26.6,9.9,15.8,33.7,O,41.4
6.34,67.0,50.4,15.6,7.16,20.6,80.2,A,13.0
6.81,65.1,21.4,25.4,8.07,14.7,81.4,A+,33.1
7.04,78.9,32.8,23.9,7.25,19.8,23.4,B,0.0
8.4,74.9,27.5,4.7,6.61,10.9,71.7,B,0.0
5.28,79.0,54.0,5.0,5.39,0.8,18.7,A,47.4
5.17,64.3,45.7,26.4,7.28,29.2,9.3,A,15.8
6.96,68.3,50.1,25.2,9.09,24.6,57.5,A,3.7
8.49,54.2,14.0,13.2,5.09,2.2,90.9,A+,55.5
5.97,52.6,42.5,2.7,7.91,13.5,3.5,A+,44.0
8.21,62.7,14.6,0.4,9.4,19.1,82.7,A+,45.1
6.3,53.7,11.5,10.1,6.09,5.7,50.6,A,49.1
9.43,55.2,51.9,0.3,5.92,17.3,86.1,B+,2.9
9.48,90.6,1.1,8.1,8.86,16.0,84.3,B,0.0
6.49,51.9,53.1,14.7,6.28,6.2,87.5,B+,12.6
6.15,82.9,8.2,4.2,5.96,4.2,76.9,B+,38.4
7.06,63.6,45.1,3.6,6.89,22.8,84.3,A,32.9
6.2,93.6,15.2,31.4,6.96,9.7,17.6,B,0.0
8.36,74.2,19.3,20.5,9.37,7.3,30.4,B,0.0
9.13,65.3,11.9,32.7,8.09,22.1,24.2,B,0.0
8.37,75.9,32.2,12.1,7.03,22.1,74.2,O,39.5
9.12,69.1,19.1,23.7,7.67,8.3,15.4,B+,10.0
6.98,78.2,36.2,7.2,9.77,26.2,18.2,B+,2.9
5.78,55.7,0.9,21.6,5.57,20.6,87.9,A+,57.6
8.69,99.8,3.5,4.5,6.04,10.4,70.6,C,0.0
6.8,71.3,5.5,0.1,9.81,12.8,87.5,A+,52.8
8.36,67.4,23.0,32.6,9.79,21.8,13.9,A+,25.6
6.35,85.5,44.8,19.4,5.89,6.3,39.9,A,26.4
5.41,68.2,48.8,32.4,5.73,14.1,28.3,A,15.9
9.96,91.7,13.5,11.7,7.11,19.6,1.0,B,0.0
5.78,72.7,31.6,11.5,5.25,16.2,28.5,A,44.4
9.94,86.0,42.3,14.0,8.27,18.2,38.0,A,7.0
9.89,55.4,15.9,24.7,5.39,16.4,9.2,B+,10.9
8.97,92.3,22.5,19.8,5.29,6.0,56.6,O,61.2
8.3,86.8,28.8,32.4,7.43,12.3,38.3,B+,0.0
7.89,60.6,7.4,0.9,9.79,16.0,4.6,B+,24.9
9.33,57.3,1.4,24.8,7.13,23.4,70.4,A,20.5
6.45,65.8,8.4,11.6,6.78,19.6,72.9,C,0.0
7.34,98.8,34.5,6.3,9.99,12.8,83.4,B+,4.0
8.1,62.8,4.0,17.9,7.66,29.2,48.6,B+,9.3
7.06,72.8,10.4,17.7,6.88,3.2,96.9,B,4.5
7.14,51.5,18.6,4.8,6.93,6.2,91.4,B+,29.5
6.65,69.9,4.3,7.1,5.97,10.2,55.1,A,39.3
7.82,78.6,10.5,14.3,7.56,6.9,44.5,O,61.3
9.25,97.7,50.1,14.3,7.19,18.8,0.3,B+,0.0
6.01,75.8,1.1,11.1,6.35,1.2,71.1,C,3.0
9.67,91.0,35.9,5.2,5.8,5.3,56.5,A,24.1
8.45,77.4,21.1,0.2,6.56,8.8,93.8,A,25.0
9.12,52.0,37.0,34.0,7.54,20.5,59.4,A,2.6
7.78,65.8,32.4,33.0,5.29,26.3,99.3,B+,0.0
8.9,78.8,12.3,16.9,5.77,24.0,85.4,O,49.9
5.08,97.5,46.6,34.8,9.74,5.5,95.4,B,0.0
9.09,93.0,27.1,23.6,7.71,17.0,32.8,B,0.0
5.2,61.4,45.2,2.4,5.32,0.9,14.9,A,48.4
9.45,61.0,22.3,4.1,8.47,9.3,79.7,A+,36.1
9.96,60.1,54.2,32.1,5.31,24.2,78.6,B+,0.0
6.47,96.1,42.4,22.1,8.69,13.7,21.1,A+,25.0
6.05,92.6,53.1,29.5,8.75,4.5,76.5,A,8.3
8.83,88.7,28.3,31.4,8.26,13.2,58.2,O,38.2
6.27,69.6,26.1,15.7,8.66,5.9,11.0,B+,14.1
9.33,75.2,41.5,1.7,5.44,11.8,50.2,A,28.2
5.51,73.2,48.4,6.6,8.63,14.6,93.1,B,0.0
5.63,62.7,53.0,2.3,5.68,10.5,50.6,B+,21.1
9.9,75.3,17.9,6.6,6.7,28.1,78.9,C,0.0
8.37,51.5,43.9,14.4,9.71,16.9,2.9,A+,23.7
9.23,56.6,11.6,4.1,7.51,25.3,72.8,O,62.9
6.62,94.3,30.0,5.8,9.84,22.8,94.7,A,16.4
8.38,87.6,9.9,15.6,5.44,19.8,50.0,O,55.5
7.97,71.1,19.1,11.9,7.39,14.9,33.8,A+,44.8
8.02,75.9,51.2,16.4,5.31,0.1,64.7,B+,10.8
8.41,68.5,8.0,15.0,8.15,18.4,91.6,B+,11.8
7.88,87.0,34.8,22.6,5.39,10.7,17.7,O,48.7
7.15,89.2,32.6,32.8,5.88,3.5,40.4,A,24.6
6.38,88.2,6.6,3.8,6.29,13.3,15.6,A,45.3
8.84,86.1,17.9,3.5,8.74,22.1,49.7,A+,38.6
6.13,60.2,31.0,29.8,5.82,28.9,54.0,B,0.0
8.46,66.9,10.3,17.7,9.23,11.2,94.4,A+,41.8
6.17,73.5,44.0,26.8,5.66,16.3,41.3,A+,36.9
8.13,66.5,53.5,7.5,5.18,25.5,56.7,A+,37.7
8.74,87.7,11.8,29.0,6.98,10.0,88.5,A+,27.5
6.09,66.5,10.3,32.3,9.9,4.3,32.1,B,0.0
5.3,56.9,25.0,22.2,5.55,8.5,67.4,A+,52.7
5.65,70.0,41.1,3.7,5.51,27.0,75.7,B+,21.4
8.03,99.0,15.5,31.3,8.76,4.8,33.1,A,25.1
9.25,61.3,1.1,27.7,6.56,9.9,16.4,B+,11.9
5.22,80.6,29.8,26.3,8.59,13.9,50.3,B,0.0
8.67,71.6,52.6,1.3,6.0,25.4,35.7,B,0.0
6.71,53.6,21.5,28.0,7.3,28.1,26.6,O,55.4
7.39,74.4,23.1,4.8,6.33,12.8,97.3,B,6.6
9.64,85.1,53.3,7.8,7.26,28.0,50.2,A,0.0
6.66,75.7,38.2,20.2,8.85,4.8,85.6,A,19.4
7.33,93.6,39.6,9.3,8.81,4.7,19.5,B+,0.0
